Unnamed: 0,tweet,target
2705,what a long ass weekend!!!   ,0
2046,Im like lost without waterfowl hunting or bowfishing.,1
1284,This is why I can never be alone. ,0
2598,@gammarus @Steel_Con @Scott_Helme People know your serious now brother! #awesome,0
979,I’m 4 anything that’ll help but gun laws/background checks aren’t enough. We have a  problem n this country. Until we alleviate the unnecessary suffering n this country we will continue 2 experience the consequences. Hurt ppl hurt ppl. Love & support prevents & HEALS,0
2752,"Such a great condition upon new year, no rest for the weary ",0
462,Thank God for grace ,0
1625,@ChickfilA has forever changed my life 😍 #blessed,0
1708,@itsjordansroom Good morning to you too young lady hope your Tuesday's terrific,0
731,"Nobody understands, I don't even understand most of the time..... ",1
2109,@bravoallstarz looks like it's going to be an amazing season #cheer,0
939,"Everyone want to win,but swear they never lost at anything. Victory is only sweet when you taste the bitterness of defeat.",0
3066,"A SPELLBINDING performance by @DebsNewbold. Electric physicality and sheer awe. A pleasure to watch, thank you. #ueafly",0
1252,I <3 this @ANOHNItweets LP so so much ,0
2407,"Creator, Jack Dorsey: 'The definition [of #Twitter] was 'a short burst of inconsequential information,' and 'chirps from birds'.'",0
551,Every GIRL deserves a GUY who can make her SMILE :D,0
3008,"PLANNING FOR THE NEW WEEK  ""Failing to plan is planning to fail"".  In the last few months, I've allowed my depression to control my ability to function.  After 3 months of meds, I'm finally productive.  What your plans for the new week?    pic.twitter.com/3RDI20arti",1
2062,i missed lunch bc i was doing an evaluation and it's wing wednesday ,0
1215,"As a writer, it always hurts me to write happy endings when my life doesn't even have anything you can call happy since the beginning.    ",1
963,I'm gonna die because of my fucking finals,0
728,i miss being 13 because now im 17 and,1
2757,".2/2 No chance, they all contain . Why not use a  flour? It would be so easy then most people can eat them. !",0
1773,Doing absolutely fuck all tonight :(  ,1
2190,Sometimes it's songs in the dark in the smallest world possible that make all the difference.,0
2937,I love swimming for the same reason I love meditating...the feeling of weightlessness. ,0
2717,Maybe the reason I get so  in February is the rebound from the,1
927,i finished parks & rec twice now  :( ,0
1592,"You turned my world with a smile, and you take my heart with a kiss",0
1826,150   ????????????????????????2???????????????????????????????????????????????????????   ??????????????????????????????????????????????????????????w   ????????????????????????????????????????????????????????????????????     ?????????????????????????????????????????????????   ??????????1????????????????????????,0
1899,Made my day. Thankyou very much!! ... ,0
2634,@YourHorrorHost &amp; @pdeblassieiii THANK YOU for the retweets. Much #appreciated!!! #horror #monsters #MonsterBrawl @Sirens_Call,0
1796,Holding a #grudge is like allowing someone to #live #rent #free in your #head #WednesdayWisdom #MotivationalQuotes,0
3106,"After diagnosis the following day, I was in total denial. How could I be ? Me? My ego & denial instructed me to do Reverse search of myself. (This time I was on antidepressants) At least I knew what I was doing. (But with a swollen mind)",1
1631,“Have no #fear of #perfection - you'll never reach it.” ― Salvador Dalí #Agile #designthinking,0
2097,"If someone has the courage & trust to share their struggles of  or  ideation with you, PLEASE, please be there to listen & support  them! You may be the only person with whom they've been able to open up to. It's not easy to reach out!",0
1417,We're just sad teens with a happy face,1
780,Rise and shine #alarm #autotweet,0
1709,"The worst kind of grief, screaming crying, is when it's for no reason other than voices in your head and chemicals in your brain ",1
1539,That... I couldn't believe my luck. I was so excited to be with her. Or going to be with her again when I lived in Chandler and she lived in Spokane. We connected again through email. And we started talking and texting and emailing. I was so excited.,0
1009,Tooth aches are the worst ??,0
1232,Officially done with greys anatomy ????????,0
1401,No love here....    pic.twitter.com/FuvBXIPRnu,1
2673,I looked for help and I got it. I looked for answers I found it. Now I need to find myself.,1
3123,"I find it hard today to be grateful for 2015. I had hoped for more progress in my recovery. So, i let you go 2015.  ",1
2192,"Well, I just had the most depressing dream. It was when I finally found a beautiful girl to call my own, and we had a long, lovely kiss. ??  Only to discover.........it was only a dream. ??  Thank you, dream, for messing me up inside with a LIE!   ",1
113,Its 2:37 & I event left nor have I ate....,0
1439,"“A  to life is so important. It’s very possible... by being in a  mood you’re depressing your immune system, meaning you cannot fight diseases as best you can.” Drs. Joan and Peter Cohn. Get out there and spread  today!",0
1638,i didnt get the ariana calendar.,0
1903,Can someone point me in the nearest meme direction? I don’t have insta and now idk where to find them,0
503,Today I ate 1 month old rancid meat because I forgot what month it was.   .,1
1109,What a tremendous initiative by @HitKPKD &amp; @ApolloHospitals  #SuperHitDonor,0
898,@AishaRuby85 thank you very much. I keep gettin the excited kid on ur bday feeling 😊,0
482,A week without me car now ???©???© ,0
1573,Even 'Pandar Molom' Is More Successful Than Me...,0
3109,@Ritsakuru awe sorry na,0
2145,@WILLLANNO Man u r just bitter about Manu making great strides...,0
2301,"""Beautiful, delightful, noble, memorable, as is the world, I yet am well content in my shady crevice"" Christina Rossetti  ",0
1830,OKAY! TAAS NA KAMAY KO! DI KO MARETRIEVE UNG PICTURES FROM LAST NIGHT'S ROAD TOUR! KILL ME NOW!!! :'( ,0
2637,Happy Birthday @ElColtonShow continue to be great and blessed to see many more.,0
2733,Today marks seven years since the Kyadondo terrorist attack where many lost loved ones. We mourn &amp; pray they continue resting in peace. 7/11,1
743, 8 years of having to endure Obama!,0
1355,"I have , but feel . ",1
1438,my vibe is being  and  in my local Texas Roadhouse,0
2976,You've wondered why they seek happiness inside. #cheerful,0
941,@FreshFryBread lol! How am I supposed 2 play said tune when   ect?,0
454,Do you ever just get so excited that you're trying to sleep &amp; just can't even close you eyes😁like I really need this catnap but #excitement,0
4,Apparently you get a free pass just by mentioning    Where was I on the free badge day??!!,0
169,"I've been in a funk all day, just feeling a little down  ",1
448,"Psalm 34:17 KJV The righteous cry, and the Lord heareth, and delivereth them out of all their troubles.   ",0
683,Absolutely loving that people watching the #eclipse are cheering - for the sun! For the moon! For wonder! 💜 #beautiful,0
9,So far he stop texting me…after I said something…so hopefully he doesn't show up at my house…,1
1857,Been feeling pretty shitty all day. I put it down to a busy week but I think it's just been an off day!!!So I have had a hot shower washed and conditioned my hair put on a boxset still feeling shitty but I'm trying!!,1
2729,The @StandardDiary nailing @SarahTheDuchess the other day was very amusing! 'I've written 56 books... ' @standardnews #hilarious #funny,0
2136,"@Liz_Hanbury Oh no, jumper on again, has it turned colder? 😟 Have a terrific day🙋🏼🌸🌼🌻💕💕",0
1726,I'm the most  person whn i am at home i guess..cuz thn u huv enough time to think abt all the nonsense!!,1
966,There is a  in this world that you can see it in the movement of the hands of a clock Bukowski  pic.twitter.com/SMPkHU3twN,0
784,"Someone has told me, ""You have very pretty eyes and a smile.. but it's hard to ignore the Hurt, sadness & disappointment behind it."" ??",1
3110,"..I know he wouldn't want me to cry or be , I heard that a million times along the way, but it's easier said then done. Miss him.",1
2694,??’•you are respectable ??’•    pic.twitter.com/NiQXmIwMda,0
1302,"For many years I have despised olives, my thoughts on them have now changed. #delightful",0
2681,This has simply been the hardest week n a half of my life. Gotta keep pushing thru. Only 5 more days til I get some answers. ,1
971,Crying so much…I fuck up… he's just reading my messages…,1
40,"Sometimes I want to apology just to make things better.  I have nothing to apologize, very opposite of that, I deserve an apology.  But my heart smells of loneliness and desperation...  ",1
1687,When they end your favourite tv show with the main character dying....   ,0
1062,No one can provoke you. No one can make you happy or unhappy. You are the one in control.,0
2311,"Rain, the cold, wind and the first ripe cookers of the year. Autumn’s coming early to South Buckinghamshire....  pic.twitter.com/OvflB8Foef",0
2567,@SonaFanArt Isnt it too early? Thats really interesting 😦 i wonder what are they filming in kusadasi. It makes me so excited  :),0
576,"You aren't weathly until you have something, money can't but. \n #goodmorning   #bless #guidelife #usa #uk #ksa",0
2682,"? Today eat healthy food, remember your accomplishments, get some exercise, hang w/ good people & don't be hard on yourself.",0
2021,Good Morning #start 2Wheel #free course *Pune *8888006565,0
1872,if anyone has any tips to help me worry less then hmu,0
904,I wish I had a way of dealing with the pain. Instead I just cry and and hold my sleeping child  ,1
2731,I want a friendship group like in Friends 😧,0
392,"I just need 2 more things to do... But, why is it so hard? ???? ",0
2871,"Having a double mastectomy, very painful. Having radiation, never being over the pain. Taking pain killers, a lot of pain. And being diagnosed with Stage-4 cancer a year later, November 21st, 2017 to November 21st, 2018. And she died two months later, Jan 21st, 2019. ",1
1778,I wish I wasn't so emotionally all over the place. I feel bad 4 people who have 2 deal with me. I'm such a fuck up... ???£  ,1
2108,??’•you are beautiful ??’•    pic.twitter.com/btElQogRXD,0
1570,It's a good morning today and I'm feeling lively 😊 #goodmorning #happy #lively,0
272,Finally the fuck shit was sending fast ,0
1973,@tarabrazil2 Guess who got a ghd now😃😃 no need to dread coming up and getting ready in mine with my boots straighter,0
975,So the guy I like…pretend to liked me*sigh*…hating life a lot… I feel like I'll never be happy again…,1
914,Come on. I took an extra 75mg of medication and  and  are still kicking by butt today. Think I'm just gonna pic.twitter.com/5sE2izjGOc,1
522,#Past #success or #failure is no #indicator of #future #performance DON'T be #afraid to take a #risk.,0
295,"Suffering from serious depression ????  Sucks my plans, times everything ????   ",1
422,"5. KDRAMASSSSS ofcourse, PLL, bigbang theory, greys anatomy, grim, game of thrones",0
3048,GONNA DRINK A BUNCH OF WHISKEY TONIGHT BECAUSE I HAVE  AND THE HOLIDAYS GOT ME  JK BUT I AM GONNA DRINK WHISKEY,1
1524,"That she feels good, feels no pain, is happy. If there isn't, I'll probably never see her again. Unless there's some other side, like hell. How she may get to that side, I don't know how that would be. She was too much of a saint. ",1
397,Rabbit races ... 😊 .. simply perfect! \n\nSo glad @LeBatardShow and @Stugotz790 are back!,0
968,". Thinking, Am I where I am supposed to be?  If yes why do I feel so  and ?",0
1984,"If you haven't listened to  with the new album , maybe you shouldn't, it might break you.",0
344,Only the insecure withhold praise of another's achievements     ,1
1372,"you all depression ever made you stay home and cancel plans for weeks, but then feel like you're going crazy cuz you're home all the time? ",1
2873,I love when gg cheering up eo. Apink rv mamamoo jjang!!!!,0
222,"Drunk and singing along to bmth, asking alexandria and of mice and men, rip my parents eardrums  ",0
1286,It’s NORMAL to feel lonely when you don’t have a partner and you want one.  is an emotion that signals that a need is not being met. It’s not something you get over by thinking it away or by making more friends.,0
704,I wanted to become the top idol! I will make everyone happy so cheer on me a lot♪,0
2545,"8 years ago I was at rock bottom, crippled by . Since then I've come a long way & I'm sure 2016 will continue the upward trend!",0
1569," people may have problems concentrating, remembering details or making decisions, and may contemplate, attempt or commit suicide.",0
2080,"Silently screaming for help inside, wanting to die and wishing someone would see and help me   ",1
2460,And all the bullshit in your live ends and nothing will bother you ever again #depression,1
2343,that u can't get a dr's note to excuse u from work b/c of your . So u go 2 work anyway & fake it.,0
2957,Just did Yasso 800s for the first time. Kinda fun (maybe because I only did 4).  😀 Thanks @BartYasso!,0
1303,"@iagarwal5 I never knew this !! Oh my god , why ? ",0
2140,I wish the best to those dealing w/ an internal struggle like mine. I know how hard it can hit at times.Depression hurts.,1
1891,I feel like I'm the only guy in Chan that doesn't like Hamilton ,0
1105,   it will get better soon..... HOPEFULLY  pic.twitter.com/FwDjSaurI3,0
1118,First pumpkin coffee of the season this morning! Thank you @DunkinDonuts for an automatic good day! 🎃 #ecstatic #pumpkineverything,0
3032,solar eclipse = annoyed mood but grateful. #cantwait #awe #cool #soon,0
2541,Its #amazing watching various news outlets showing mixed crowds of ppl watching #Eclipse with NO #racial tension.. #MSM can't hide this!,0
451,Combined with ignorance on mental health. How hard is it to at least accept that the brain might be a really complicated organ? ,0
896,Happy birthday to @LauraJillSomers! Hope you have a lovely and wonderful day. :) *fellow Cancer fist bump*,0
2473,Watching Senator Adeleke and his joyful dance steps this morning got me rolling. Dude can bougie,0
1500,Depression bit me so hard it took me months to get back on social media,1
202,Hey @TheTimMcGraw #imwearingyourshirt today!! #humbleandkind  #awesomeness #timmcgraw #wqmx @949WQMX @KeepinItCntry @JulieMN13,0
1814,@executivegoth I tried a free Alpha trial to watch #dread and I'm sold. Worth the subscription alone. You all are incredible!,0
540,"Listen, I love my mutuals so much they're such beautiful people inside and out. I'm so happy to have you in my life. I love you so much",0
262,who needs an alarm clock when u have an excited puppy jumping on you every morning,0
2664,I love to start a writing session with 'Moon River' from the BREAKFAST AT TIFFANY'S soundtrack performed by Audrey Hepburn #amwriting #bliss,0
1560,whats for #breakfast today ? i have 2 slices of #bread out i #toast them #spread them with #butter &amp; #strawberry jem and yum #delicious !,0
2221,A joyless faith is not one for which Jesus died. #thegospel #joy #Jesus #happiness,0
1440,Happy new year - thank you for moving against  with us! ,0
687,"People change for 2 reasons: 1-They have learned a lot, or they have been hurt too many times  ",0
2803,The only thing a selfie sunday reminds me of is that tomorrow is monday ,0
1571,@RuthieeL &amp; @EamonnHolmes are total entertainment on @thismorning #brilliant #sofunny #myfaves,0
1007,Wanted a sweater but promised I wouldn't buy one for the rest of this month ,0
401,At last something honest and noble   utterly despairing but somehow full of hope,0
353,My grace is sufficient for you...#motivation #bible #optimism,0
1309,"It eluded us then, but thatâ€™s no matter - tomorrow we will run faster, stretch out our arms farther. . .  ",0
277,Happy #NationalFrenchFryDay ! Although I'm not so in the fried thing but I like have a frie once in a while! Have a #beautiful #thursday !❤,0
1911,I want a friendship group like in Friends 😧,0
1338,Do you ever wanna cry in a corner hoping the day goes by faster?... no? Just me? ???…???¢???³???­ OK   ,1
2897,Where I thought I'd be tonight and who I'm with are not what I had in mind for Christmas.,1
652,"physical wounds heal, people forget what happened to you, how hard you have to fight the demons inside every day. I wish people could see how hard every day is for  have 1/6 of my brain missing, some days are bad...   pic.twitter.com/6d8IwVHsfG",1
130,Done absolute fuck all the last 2days ,1
3030,Galaxy Global Eatery is terrific! Like free stuff? Lyft gets you here FREE with code OATH,0
3036,121   ?????????????????????????????????????????????????????????????????????????? ??????????????   ???????????????.......   ??????????????????....... ????????????.......  ?????????????????????????????????  ?????????.......   ???????????????????????????????????????????? ??????????????????????????????????????????????,0
2273,Anyone got kik? I need someone to talk too   ,1
1384,wen u post '' one time  pic.twitter.com/L8up5r4D7v,0
340,I am finally feeling better. It's good to support each other when going thru things like . We all  each other out. ,0
1949,I didn't give @chelsopat @s0ccer15 credit for bringing me chocolate milk so here it is 🙏🏼 #grateful,0
715,I feel so confused Right now... One topic is telling me- you gotta move on or ditch this dude....  Another topic appeared saying- let's have a good time baby...  What the fuck dudes..,0
1480,We are #successful the moment we start toward a laudable goal #JBenson #success #quoteoftheday #happiness,0
2288,@SueLeibman Just got an audition for a lead role in a #SAGFilm #actor #moviestar #awesome #happy  @IMDb #Me #RT,0
435,Determined to cut the string but have no scissors or knife and I'm  too weak to break it.    pic.twitter.com/bPkMtyrl3t,1
1260,"Hope 2016 is a better year for me, 2015 wasn't good. Hope things can go right in my life. ",1
1016,Bro it deadass suck when you try your best to make one person happy and end up letting everyone down #disappointment,1
3198,First Christmas in YEARS that I have to work.  it just doesn't feel the same.,0
2133,I'm blessed with a wonderful older sister I'm so happy,0
3057,When your at work and the button comes off your shorts 😐  #fatty,0
1679,Late dinner with my dad and fam in the mountains. I'm having an appetizer consisting of pop tarts and coffee. #delightful,0
2420,@ChristinaSNP All this great news.... it must be hurting some folk to be happy about this. 😊,0
2439,Happy new year to everyone and all the best for 2015  ,0
826,@ntyrbbygrl U make my heart flutter,0
3041,How could Riv close ???© what am I going to do now ,0
3020,I don't want to be alone right now. Please the one man who can help me deal with this. Don't make me go through this alone. I'm already so broken.,1
1742,"Wish I was one of those girls that has a dad that would do anything for them, not a jerk of a sperm donor ",1
19,Plum Blossom Patterned White Ceramic Smoking Pipe  ,0
2375,"Up at 4am, angsty about not able to exercise (injury), desperate to run away on adventure .. Fucking, fuck; Black Dog's hunting ",1
1862,I literally can't even with the news about Carrie Fisher!   ,0
2132,111  ????????????????????????????????????????????ww   ???????????????????w  ????????????????????????  ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????   ??????????????????????????????????????w   ???????????????ww,0
398,oh how i just love love love glee doing billy joel's numbers!!!!,0
2449,Alright Charlie St. Cloud you've done it again... Next the fault in your stars or garden state... Maybe the notebook? ,0
637,This night was supposed to be fun but its really not...,1
158,My morning protein shake. Delicious way to assure I start my day the right way with 21 gms of whey protein. #protein #shake #morning,0
3113,"Realization: No matter how long I live, ""All I Want for Christmas Is You"" will outlast me. ",0
1281,@LATMultilingual #whattheworldneedsnow indeed; #laughter #fun #smiles #joy. #VanBiennale team are already in the mood!,0
2518,"actually - EACH. AND. EVERY. GODDAMN. SONG. on the album is the strongest, sadest, and most beautiful song ever. <3  ",0
1579,@DiceMore I guess she got tired of her war on Tony that's been raging for about a year.,0
2230,"I don't want,to be bother such a screw up ",1
1526,"""At the root of every  is a kind of  - a hopelessness  which springs from the fear that we are nothing and nobody, that nobody  loves us and wants us, that nothing good will ever again happen to us.",0
644,For all the years I took the lynx box sets for granted and this year I didn't get one ???¢???‚ ,0
2328,I hope you smiling and just laughing your soul out @lebeomak . I love you so much.. My Person\n                 😘😘😘😘\n                    😘😘😘😘,0
1858,May have to cut down on the Mexican foods.,0
1499,no new years looks tonight girlies i am ,0
1751,The enjoyment of seeing the same thing your ex did to you happen to them! #karma #😂 #whatgoesaroundcomesaround,0
1971,You don't matter anymore- feeling down ????  ????,0
2018,to all of you with  and  who aren't looking forward to the new year. You aren't alone??’•feel free to message me if you want,0
1229,Going to bed with dry and clean hair. #blessing,0
1790,"My phone is now strictly for music, memes, twitter, and YouTube bcx nobody calls or texts me???? ",1
413,As if my boss just text about work ??™ˆ I'm on holiday ,0
2605,That was the most beautiful thing I have ever seen. #Eclipse2017 #Eclipse #SolarEclipse #tears,0
1314,RT talkspace  costs companies $52 billion/year in absenteeism & reduced productivity; results in 400 million lost work days/year…,0
3023,@KatSekhotho @Lemii_LoCo Can you falter Katli?,0
3172,I can be drowning in homeworks and assignments and I'll still say yes when my friends call me out ???‚???‚???‚   ,0
2295,What I have to say about not posting since September is NEVER try suicide. Life is so worth so much more than a handful of pills.,1
2710,When you're up $80-$90 and lose it all because you just can't stop<<<<<<<<,1
668,@kimberlee__xox awe thanks you so much ❤️❤️ love you too,0
1230,38. I've realised you shouldn't be ashamed to admit you suffer from  and it's best out in the open ,1
1958,"""I  a temporary, contract job but I am hoping for permanent"" -  that's heard all too often amongst GenY. ",0
1321,You must get up from right where you are. Do that and your battles are 70% over. let's talk,0
1276,It's my 21st today. And about 3% people actually give a damn.,1
839," or ? Non-Profit Organization offers help, 24/7. 1-800-273-TALK (8255)",0
118,when can I really respect and love myself more than anybody else?,1
842,"Always here, right? I'd like to see five of my friends post this message (Not share) to show u are always there if someone needs to talk. I think I know who will. ????  kills ????",1
2116,?´?ˆ???© ?£?…?„ ?¹?´?§?† ?†?ƒ?…?„.  vs ,0
2911,Won't you take me to Funky Town ... at Hanover Park Terminus.  ,0
3101,I'm the wholesome drunk that sends people memes and compliments them at 2am on snap,0
338,See a TrueTwit\nwho's smiling so brightly.\nWell we reckon we're cool\nand we reckon rightly!!,0
2915,Mindfulness Therapy is the application of depression for healing  and  and emotional pain. This is a very powerful approach once you have learned how to do this.,0
607,"i'm just a lil boat in the middle of the ocean: lost, alone, & always getting battered by forces beyond my control  ",1
1274,Let's start all over again.....\n#feels #lover #happiness #loyalty #truth,0
919,"Watching the Victoria secret fashion show was an error, never want to eat again  ",0
1219,1-3KohGeーBuddhism verse for cleanse oneself with incense #Buddha,0
1136,"Goodmorning, I live to aggravate oomf in the morning 😎",0
2944,When you are able to treat your queen the things that she wants. Such a pleasing feeling,0
2900,@ggreenwald Macron slips up and has a moment of clarity &amp; common sense...now he is a raging racist. Sounds right. #LiberalLogic,0
2819,I need to cuddle someone sooooo bad!  ,1
2300,@MGBarbieri @SpalkTalk And just saw your LinkedIn comment after I sent this! Thanks for the message 😀,0
38,@honeyfriess Now that's a #HappyThought to start your week!,0
2632,Lady singing really loudly with headphones on making everyone giggle @greateranglia #train #journey #smile,0
2007,Forgot to take my SSRI yesterday. Didn't notice it that I didn't take the meds. Let's see what side-effects the day brings ,1
1580,@FuthieMasina Lol nah u subscrib 4 R60/pm. N pay R3 each day thus anada R90/pm. Lol stream n use de app using ur data. #smiles,0
455,   just cried floods of tears whilst watching 'gogglebox',0
2617,Strapless wedding dresses look awful on most people. \nJulianne Hough looked great 👌🏼,0
2638,ebullient [ih BUL yunt] adj.boiling; bubbling with excitement; exuberant. A boiling liquid can be called ebullient. Excited or enthusiastic.,0
373,"No matter how knowledgeable/experienced a woman becomes, there will always be an inexperienced, male moron whom >40% support. ",0
1982,"@MartinPincot Haha @MartinPincot -  just sent a sext to the vicar with a holy, holy, twist --- My bad 😂\n \n#Fun #joy #laughter \n👿 ..... 😇",0
1577,Hard to believe right now BUT there's a World waiting for your contribution-JesusChristWillHelpYouAccomplishYourDream-Ask  ,0
1380,My nephew just told me I can't have a cookie. .,0
2213,Happy birthday @primo_can_dance have a blessed one my G 🎂🍾,0
42,Been kicked to the kerb by a big company yet again in my quest 4 a decent job,1
2163,My lovely barista just invited me to her bday party this weekend and that alone just made my day.😊#happy #grateful #blessed,0
3095,Anohni is truely a lighthouse in our modern twisted fog. I highly suggest reading that article + purchasing her LP .,0
1388,"Starting 5 positive things exercise,again. It's just writing down 5 good things that happened. It helps with surviving bad days. ",0
415,"And I walk around the house and sometimes I think just momentarily that she'll be back to take care of this or that. And I realize she'll never be back. She didn't go away on a trip. She didn't go away on vacation, she's not at work. She didn't go to the store. ",1
1482,"It is 4:30 AM, crying baby since 1 and my missus is tucked up in bed with earplugs. Not her problem...   ",0
2728,Yaaaaaaaaaaaas!!!! Scotty Sinclair #wonderful #magical,0
1939,"- From December 26, 2012 - January 12, 2013 Was The Worst 18 Day's Of My Fucking Life ???¢   ",1
2669,"He aint flinch tho, I'll give him that lol",0
2946,Sister and her boyfriend in one bed and here I am by myself in the other ??™ƒ??™„ ,1
541,Exercise is a powerful tool for dealing with,0
274,So happy I get paid tomorrow so I can sort my bloody hair out before holiday ,0
419,"I made this account so that I wouldn't be judged by the people I know. Cause if I don't like me, why would anyone else? ",1
151,When you feel like shit and have no one to vent too   ,1
2860,@jeonquality i chose the right one TIWALA PLS 😰,0
1946,it does but it's not   pic.twitter.com/NdjFnOqSFP,0
763,"@Deb_Renee Good morning, you're very welcome awesome lady 🤗 😍",0
958,why would someone write a movie like The Fault in Our Stars? :'( ,0
1049,All the proud parents on fb about their kids school report and am shitting myself for Graces arriving 😂😂😂  #troublemaker,0
147,"Riding the metro into , the feeling of  is palpable this morning.",1
1164,"Casper, Wyoming is just about  to witness totality 🌝🌚 #amazing #Eclipse2017",0
1092,"Smartest way through any complex, hard &amp; lengthy negotiation is to #consult, not #insult - #BoJo please take note. Never too late to learn!",0
24,"@na_dirs Omg you're savage prof, this is hilarious 🤣🤣",0
2659,In times like this is when I wonder how it will be like to just be by myself????,1
873,@traviswall Strange Fruit. Wow. The story of what America was and what it can be. #brilliant #soyouthinkyoucandance,0
2716,Truth is.... I loved you so much. And you broke my heart.,1
2275,"My head is anointed, my cup runneth over Don't pour from an empty cup #delight #love #joy",0
2457,@NikkiWoods Start where you are. Use what you have. So what you can. AND do it with a #smile and #confidence. ❤,0
2597,Not looking forward to the last day of @nflredzone tomorrow. ,0
2720,When you make it far in a difficult Mario maker level and die.,0
1840,"When you living with someone that is manic depressed, life stops   ???????”",0
1479,It's been 1 year since my husband and I flew to NYC for Christmas ????????,0
1040,Bought a lottery ticket again for tonight in the hope I'll win enough to escape Saturday til Monday to clear my head a bit  ,1
1492,Have to be skinnier.  Have to be prettier.  Have to be smarter.  Have to be anything  But myself.  ,1
2587,"It has only dawned on me, browsing Instagram, how the rich people do winter... That's right, they migrate abroad...I'm not rich  ????",1
1213,"I feel so sad because i can't be happy, and that makes me more unhappy  ",1
2355,Ain't nothing like a good leg workout to start of the day 🤘,0
2168,"When I meditated and was healthy, i was much happier and contented...when I had my stroke in the 90's, less so. With my maladies and  burnout last decade, even more less so. The  was pervasive. Discovering this technique gave me some emotional control back...  pic.twitter.com/YS6sWOvlr3",1
866,Best evening adult drink w/chocolate #satisfaction is @Nestle DARK hot chocolate + chili powder + cinnamon + whiskey #delicious ☕️,0
213,"Whatever you want to do, if you want to be #great at it, you have to #love it and be able to make sacrifices for it. #Quotes for you",0
1901,Mockingbird started playing a random shake it off playlist. #TweetBot,0
2676,Back in the toon ???” Get me home & into bed???« ,0
234,Forgot my cheese cake at work ,1
1370,"I'm now casting for potential  for my ""Learning to swim"" photography project about .  pic.twitter.com/rnJp6UX2eV",0
1648,I'm gunna be on #streamate tommorow. This week was busy. Check out my #snapchat #shower #show on #premium #snap me #webcammodel,0
380,if we're mutuals don't hesitate to kit fisto's lightsaber ;),0
1725,More snow in Boise than here in the AK ,0
856,149    ????????????????????????  ??????????????????????????????????w  ?????????????????????.......   ??????????????????????????????????????????????????????  ????????????????????????????????????  ?????????????????????????  ??????????????????????????????????????????????????????????????????????????????   ???????????????????????????  pic.twitter.com/Q2vTLYkGYm,0
129,On our way to #Gamescom17 What can we expect and who will we meet? #excitement,0
389,Just read that isolation can lead to ?????????? I've never seen another human in my LIFE and I am FINE AhahhahahaHA,0
3184,"I am going to try and get some sleep. Not sure if i will be on tomorrow, ",1
12,Our last group of 2016 was our new  project (even more relevant at this time of year) & they laid on some welcoming festive food  pic.twitter.com/AOwwxTDona,0
754,You all ever heard a song so good but now you cant remember it,0
2742,@sheikhsafina Guts? 😂😂😂 go and sunk your face in sand,0
2291,"Therapy is all screwed up during the holidays, left me feeling out of sorts worse than the holidays themselves  ",0
2832,The  people are often also the most .,0
2146, is something I believe hurts more than anything other inner state. Your thoughts?  pic.twitter.com/blA0kFZjnZ,0
2840,"I'm feeling lonely and unproductive these past few days. I have many failed expectations to do something worthwhile. It's been 5 months since I moved to a new city & yet I gained no friends, I have not travel to any places like I used to. I need to detox. ",1
545,That moment when you remember the Blue Bell ice cream in your freezer... After you've left Texas... ????????????????,0
2091,"Makeup on, comfy yet nice looking jeans and top on. Ok, we can do this.   ",1
2422,"""@bandobssessedm: I deserve every single one of them.    pic.twitter.com/KQKxsY3KZX""",0
268,happy birthday to anne ! we wish her all the best and hope she's having a wonderful day,0
960,"When teens feel down, there are ways they can cope with these feelings to avoid serious , such as make new friends or social connections and participate in sports or school activities. Call Focus & Balance at 210-858-9980 to learn more and see how we can help.  pic.twitter.com/ydrYcTBD2r",0
682,@GutoAberconwy Your majority is 635 members of the public- believe me you have offended rather more than 635 voters!,0
2955,@LovinUnited That'll be Madrid throwing a huff over Morata and De Gea. Fuck them,0
2889,"I want 2 wish every Amazing person I've met & conversed on Twitter Health, love & happiness for 2017! Thank u guys??’™ ",0
2100,Don't let anyone steal your joy! #rejoice #victory #overcomer,0
1515,My heart goes out to Steve in Corrie. Know where yr coming from mate ,0
5,When you will never again give birth to violent men..   pic.twitter.com/pkdPhhlUuZ,0
3162,@matthewpouliot Wow-he had sooo much talent. #glad he is still playing,0
584,Apparently a mosquito bit the inside of my thigh and all I can think of is how that’s the most action I’ve had in months.,1
2898,Being  doesn't mean you're Lonely!  is feeling alone in a  with someone who can't or won't connect!,0
1721,EdGy DepReSsEd TeEnAgEr  blacked out my pfp  pic.twitter.com/bsqBWkKqZP,0
1279,Wondering whether Flight travelling is safe?  How can a plane just go missing?  ,0
1433,IN NEED OF My WAVES and little CURLS,0
1956,"Emotional day, well time of the year for me ",1
1508,Guys!!! I’m  im leaving Twitter!!! Am blacking out! ????????  pic.twitter.com/2ZPKNJ2QzA,1
301,Laughter is an instant vacation\nTake a vacation now\n#vacation #laughter #happy #AlenaNaron #LifeCoach #Positvity,0
1010,"When you have gone through many betrayal and disappointments in your life, you realise that it's better to keep people a few feet away from you.    ",1
2246,Grinchmas ends in a week and I haven't gone and probably won't go. ???” ,0
2337,Happy Winning Wednesday!! Each day is a day of new possibilities. Keep pushing and keep your head up. #live #love #laugh #reachforthestars,0
2055,"Have you ever felt so  and , that you had horrible thoughts?Who do you turn to when you have no one? No one you can trust",1
